"timestamp","sensor","indicators","value"
2020-03-22 10:11:00,"a5","Leq_A",47.15
2020-03-22 10:11:00,"a5","Leq_Z",47.15
2020-03-22 10:12:00,"a2","Leq_A",46.72
2020-03-22 10:12:00,"a2","Leq_Z",46.72
2020-03-22 10:12:00,"a3","Leq_A",53.11
2020-03-22 10:12:00,"a3","Leq_Z",53.11
2020-03-22 10:12:00,"a4","Leq_A",45.06
2020-03-22 10:12:00,"a4","Leq_Z",45.06
2020-03-22 10:12:00,"a5","Leq_A",46.73
2020-03-22 10:12:00,"a5","Leq_Z",46.73
2020-03-22 10:13:00,"a2","Leq_A",49.61
2020-03-22 10:13:00,"a2","Leq_Z",49.61
2020-03-22 10:13:00,"a3","Leq_A",43.2
2020-03-22 10:13:00,"a3","Leq_Z",43.2
2020-03-22 10:13:00,"a4","Leq_A",47.37
2020-03-22 10:13:00,"a4","Leq_Z",47.37
2020-03-22 10:13:00,"a5","Leq_A",46.35
2020-03-22 10:13:00,"a5","Leq_Z",46.35
2020-03-22 10:14:00,"a2","Leq_A",48.22
2020-03-22 10:14:00,"a2","Leq_Z",48.22
2020-03-22 10:14:00,"a3","Leq_A",44.38
2020-03-22 10:14:00,"a3","Leq_Z",44.38
2020-03-22 10:14:00,"a4","Leq_A",45.31
2020-03-22 10:14:00,"a4","Leq_Z",45.31
2020-03-22 10:14:00,"a5","Leq_A",44.03
2020-03-22 10:14:00,"a5","Leq_Z",44.03
2020-03-22 10:15:00,"a2","Leq_A",48.26
2020-03-22 10:15:00,"a2","Leq_Z",48.26
2020-03-22 10:15:00,"a3","Leq_A",42.49
2020-03-22 10:15:00,"a3","Leq_Z",42.49
2020-03-22 10:15:00,"a4","Leq_A",47.06
2020-03-22 10:15:00,"a4","Leq_Z",47.06
2020-03-22 10:15:00,"a5","Leq_A",46.15
2020-03-22 10:15:00,"a5","Leq_Z",46.15
2020-03-22 10:16:00,"a2","Leq_A",48.45
2020-03-22 10:16:00,"a2","Leq_Z",48.45
2020-03-22 10:16:00,"a3","Leq_A",42.3
2020-03-22 10:16:00,"a3","Leq_Z",42.3
2020-03-22 10:16:00,"a4","Leq_A",47.73
2020-03-22 10:16:00,"a4","Leq_Z",47.73
2020-03-22 10:16:00,"a5","Leq_A",46.21
2020-03-22 10:16:00,"a5","Leq_Z",46.21
2020-03-22 10:17:00,"a2","Leq_A",49.73
2020-03-22 10:17:00,"a2","Leq_Z",49.73
2020-03-22 10:17:00,"a3","Leq_A",42.34
2020-03-22 10:17:00,"a3","Leq_Z",42.34
2020-03-22 10:17:00,"a4","Leq_A",47.36
2020-03-22 10:17:00,"a4","Leq_Z",47.36
2020-03-22 10:17:00,"a5","Leq_A",47.78
2020-03-22 10:17:00,"a5","Leq_Z",47.78
2020-03-22 10:18:00,"a2","Leq_A",46.55
2020-03-22 10:18:00,"a2","Leq_Z",46.55
2020-03-22 10:18:00,"a3","Leq_A",41.5
2020-03-22 10:18:00,"a3","Leq_Z",41.5
2020-03-22 10:18:00,"a4","Leq_A",50.34
2020-03-22 10:18:00,"a4","Leq_Z",50.34
2020-03-22 10:18:00,"a5","Leq_A",47.69
2020-03-22 10:18:00,"a5","Leq_Z",47.69
2020-03-22 10:19:00,"a2","Leq_A",47.54
2020-03-22 10:19:00,"a2","Leq_Z",47.54
2020-03-22 10:19:00,"a3","Leq_A",42.01
2020-03-22 10:19:00,"a3","Leq_Z",42.01
2020-03-22 10:19:00,"a4","Leq_A",44.77
2020-03-22 10:19:00,"a4","Leq_Z",44.77
2020-03-22 10:19:00,"a5","Leq_A",46.68
2020-03-22 10:19:00,"a5","Leq_Z",46.68
2020-03-22 10:20:00,"a2","Leq_A",47.83
2020-03-22 10:20:00,"a2","Leq_Z",47.83
2020-03-22 10:20:00,"a3","Leq_A",38.59
2020-03-22 10:20:00,"a3","Leq_Z",38.59
2020-03-22 10:20:00,"a4","Leq_A",47.27
2020-03-22 10:20:00,"a4","Leq_Z",47.27
2020-03-22 10:20:00,"a5","Leq_A",49.89
2020-03-22 10:20:00,"a5","Leq_Z",49.89
2020-03-22 10:21:00,"a2","Leq_A",45.78
2020-03-22 10:21:00,"a2","Leq_Z",45.78
2020-03-22 10:21:00,"a3","Leq_A",40.87
2020-03-22 10:21:00,"a3","Leq_Z",40.87
2020-03-22 10:21:00,"a4","Leq_A",62.73
2020-03-22 10:21:00,"a4","Leq_Z",62.73
2020-03-22 10:21:00,"a5","Leq_A",54.33
2020-03-22 10:21:00,"a5","Leq_Z",54.33
2020-03-22 10:22:00,"a2","Leq_A",47.91
2020-03-22 10:22:00,"a2","Leq_Z",47.91
2020-03-22 10:22:00,"a3","Leq_A",44.21
2020-03-22 10:22:00,"a3","Leq_Z",44.21
2020-03-22 10:22:00,"a4","Leq_A",54.12
2020-03-22 10:22:00,"a4","Leq_Z",54.12
2020-03-22 10:22:00,"a5","Leq_A",55.75
2020-03-22 10:22:00,"a5","Leq_Z",55.75
2020-03-22 10:23:00,"a2","Leq_A",45.63
2020-03-22 10:23:00,"a2","Leq_Z",45.63
2020-03-22 10:23:00,"a3","Leq_A",43.39
2020-03-22 10:23:00,"a3","Leq_Z",43.39
2020-03-22 10:23:00,"a4","Leq_A",53.92
2020-03-22 10:23:00,"a4","Leq_Z",53.92
2020-03-22 10:23:00,"a5","Leq_A",45.41
2020-03-22 10:23:00,"a5","Leq_Z",45.41
2020-03-22 10:24:00,"a2","Leq_A",54.27
2020-03-22 10:24:00,"a2","Leq_Z",54.27
2020-03-22 10:24:00,"a3","Leq_A",41.75
2020-03-22 10:24:00,"a3","Leq_Z",41.75
2020-03-22 10:24:00,"a4","Leq_A",49.95
2020-03-22 10:24:00,"a4","Leq_Z",49.95
2020-03-22 10:24:00,"a5","Leq_A",54.83
2020-03-22 10:24:00,"a5","Leq_Z",54.83
2020-03-22 10:25:00,"a2","Leq_A",51.15
2020-03-22 10:25:00,"a2","Leq_Z",51.15
2020-03-22 10:25:00,"a3","Leq_A",54.58
2020-03-22 10:25:00,"a3","Leq_Z",54.58
2020-03-22 10:25:00,"a4","Leq_A",50.33
2020-03-22 10:25:00,"a4","Leq_Z",50.33
2020-03-22 10:25:00,"a5","Leq_A",48.65
2020-03-22 10:25:00,"a5","Leq_Z",48.65
2020-03-22 10:26:00,"a2","Leq_A",48.89
2020-03-22 10:26:00,"a2","Leq_Z",48.89
2020-03-22 10:26:00,"a3","Leq_A",44.11
2020-03-22 10:26:00,"a3","Leq_Z",44.11
2020-03-22 10:26:00,"a4","Leq_A",46.38
2020-03-22 10:26:00,"a4","Leq_Z",46.38
2020-03-22 10:26:00,"a5","Leq_A",46.4
2020-03-22 10:26:00,"a5","Leq_Z",46.4
2020-03-22 10:27:00,"a2","Leq_A",46.24
2020-03-22 10:27:00,"a2","Leq_Z",46.24
2020-03-22 10:27:00,"a3","Leq_A",51.26
2020-03-22 10:27:00,"a3","Leq_Z",51.26
2020-03-22 10:27:00,"a4","Leq_A",46.43
2020-03-22 10:27:00,"a4","Leq_Z",46.43
2020-03-22 10:27:00,"a5","Leq_A",45.18
2020-03-22 10:27:00,"a5","Leq_Z",45.18
2020-03-22 10:28:00,"a2","Leq_A",47.83
2020-03-22 10:28:00,"a2","Leq_Z",47.83
2020-03-22 10:28:00,"a3","Leq_A",43.2
2020-03-22 10:28:00,"a3","Leq_Z",43.2
2020-03-22 10:28:00,"a4","Leq_A",46.67
2020-03-22 10:28:00,"a4","Leq_Z",46.67
2020-03-22 10:28:00,"a5","Leq_A",47.25
2020-03-22 10:28:00,"a5","Leq_Z",47.25
2020-03-22 10:29:00,"a2","Leq_A",48.98
2020-03-22 10:29:00,"a2","Leq_Z",48.98
2020-03-22 10:29:00,"a3","Leq_A",42.26
2020-03-22 10:29:00,"a3","Leq_Z",42.26
2020-03-22 10:29:00,"a4","Leq_A",43.76
2020-03-22 10:29:00,"a4","Leq_Z",43.76
2020-03-22 10:29:00,"a5","Leq_A",44.5
2020-03-22 10:29:00,"a5","Leq_Z",44.5
2020-03-22 10:30:00,"a2","Leq_A",49.87
2020-03-22 10:30:00,"a2","Leq_Z",49.87
2020-03-22 10:30:00,"a3","Leq_A",41.14
2020-03-22 10:30:00,"a3","Leq_Z",41.14
2020-03-22 10:30:00,"a4","Leq_A",44.29
2020-03-22 10:30:00,"a4","Leq_Z",44.29
2020-03-22 10:30:00,"a5","Leq_A",44.69
2020-03-22 10:30:00,"a5","Leq_Z",44.69
2020-03-22 10:31:00,"a2","Leq_A",48.57
2020-03-22 10:31:00,"a2","Leq_Z",48.57
2020-03-22 10:31:00,"a3","Leq_A",44.18
2020-03-22 10:31:00,"a3","Leq_Z",44.18
2020-03-22 10:31:00,"a4","Leq_A",48.43
2020-03-22 10:31:00,"a4","Leq_Z",48.43
2020-03-22 10:31:00,"a5","Leq_A",43.69
2020-03-22 10:31:00,"a5","Leq_Z",43.69
2020-03-22 10:32:00,"a2","Leq_A",49.81
2020-03-22 10:32:00,"a2","Leq_Z",49.81
2020-03-22 10:32:00,"a3","Leq_A",40.96
2020-03-22 10:32:00,"a3","Leq_Z",40.96
2020-03-22 10:32:00,"a4","Leq_A",51.05
2020-03-22 10:32:00,"a4","Leq_Z",51.05
2020-03-22 10:32:00,"a5","Leq_A",47.03
2020-03-22 10:32:00,"a5","Leq_Z",47.03
2020-03-22 10:33:00,"a2","Leq_A",46.35
2020-03-22 10:33:00,"a2","Leq_Z",46.35
2020-03-22 10:33:00,"a3","Leq_A",38.51
2020-03-22 10:33:00,"a3","Leq_Z",38.51
2020-03-22 10:33:00,"a4","Leq_A",49.5
2020-03-22 10:33:00,"a4","Leq_Z",49.5
2020-03-22 10:33:00,"a5","Leq_A",46.34
2020-03-22 10:33:00,"a5","Leq_Z",46.34
2020-03-22 10:34:00,"a2","Leq_A",49.13
2020-03-22 10:34:00,"a2","Leq_Z",49.13
2020-03-22 10:34:00,"a3","Leq_A",39.3
2020-03-22 10:34:00,"a3","Leq_Z",39.3
2020-03-22 10:34:00,"a4","Leq_A",50.74
2020-03-22 10:34:00,"a4","Leq_Z",50.74
2020-03-22 10:34:00,"a5","Leq_A",44.59
2020-03-22 10:34:00,"a5","Leq_Z",44.59
2020-03-22 10:35:00,"a2","Leq_A",46.26
2020-03-22 10:35:00,"a2","Leq_Z",46.26
2020-03-22 10:35:00,"a3","Leq_A",42.37
2020-03-22 10:35:00,"a3","Leq_Z",42.37
2020-03-22 10:35:00,"a4","Leq_A",45.7
2020-03-22 10:35:00,"a4","Leq_Z",45.7
2020-03-22 10:35:00,"a5","Leq_A",43.54
2020-03-22 10:35:00,"a5","Leq_Z",43.54
2020-03-22 10:36:00,"a2","Leq_A",48.09
2020-03-22 10:36:00,"a2","Leq_Z",48.09
2020-03-22 10:36:00,"a3","Leq_A",39.86
2020-03-22 10:36:00,"a3","Leq_Z",39.86
2020-03-22 10:36:00,"a4","Leq_A",48
2020-03-22 10:36:00,"a4","Leq_Z",48
2020-03-22 10:36:00,"a5","Leq_A",47.59
2020-03-22 10:36:00,"a5","Leq_Z",47.59
2020-03-22 10:37:00,"a2","Leq_A",47.53
2020-03-22 10:37:00,"a2","Leq_Z",47.53
2020-03-22 10:37:00,"a3","Leq_A",45.62
2020-03-22 10:37:00,"a3","Leq_Z",45.62
2020-03-22 10:37:00,"a4","Leq_A",50.66
2020-03-22 10:37:00,"a4","Leq_Z",50.66
2020-03-22 10:37:00,"a5","Leq_A",44.9
2020-03-22 10:37:00,"a5","Leq_Z",44.9
2020-03-22 10:38:00,"a2","Leq_A",49.78
2020-03-22 10:38:00,"a2","Leq_Z",49.78
2020-03-22 10:38:00,"a3","Leq_A",44.02
2020-03-22 10:38:00,"a3","Leq_Z",44.02
2020-03-22 10:38:00,"a4","Leq_A",50.42
2020-03-22 10:38:00,"a4","Leq_Z",50.42
2020-03-22 10:38:00,"a5","Leq_A",43.78
2020-03-22 10:38:00,"a5","Leq_Z",43.78
2020-03-22 10:39:00,"a2","Leq_A",48.21
2020-03-22 10:39:00,"a2","Leq_Z",48.21
2020-03-22 10:39:00,"a3","Leq_A",43.82
2020-03-22 10:39:00,"a3","Leq_Z",43.82
2020-03-22 10:39:00,"a4","Leq_A",48.08
2020-03-22 10:39:00,"a4","Leq_Z",48.08
2020-03-22 10:39:00,"a5","Leq_A",43.23
2020-03-22 10:39:00,"a5","Leq_Z",43.23
2020-03-22 10:40:00,"a2","Leq_A",48.58
2020-03-22 10:40:00,"a2","Leq_Z",48.58
2020-03-22 10:40:00,"a3","Leq_A",43.77
2020-03-22 10:40:00,"a3","Leq_Z",43.77
2020-03-22 10:40:00,"a4","Leq_A",46.84
2020-03-22 10:40:00,"a4","Leq_Z",46.84
2020-03-22 10:40:00,"a5","Leq_A",46.53
2020-03-22 10:40:00,"a5","Leq_Z",46.53
2020-03-22 10:41:00,"a2","Leq_A",48.28
2020-03-22 10:41:00,"a2","Leq_Z",48.28
2020-03-22 10:41:00,"a3","Leq_A",44.75
2020-03-22 10:41:00,"a3","Leq_Z",44.75
2020-03-22 10:41:00,"a4","Leq_A",46.13
2020-03-22 10:41:00,"a4","Leq_Z",46.13
2020-03-22 10:41:00,"a5","Leq_A",45.68
2020-03-22 10:41:00,"a5","Leq_Z",45.68
2020-03-22 10:42:00,"a2","Leq_A",49.24
2020-03-22 10:42:00,"a2","Leq_Z",49.24
2020-03-22 10:42:00,"a3","Leq_A",46.65
2020-03-22 10:42:00,"a3","Leq_Z",46.65
2020-03-22 10:42:00,"a4","Leq_A",48.87
2020-03-22 10:42:00,"a4","Leq_Z",48.87
2020-03-22 10:42:00,"a5","Leq_A",44.43
2020-03-22 10:42:00,"a5","Leq_Z",44.43
2020-03-22 10:43:00,"a2","Leq_A",45.67
2020-03-22 10:43:00,"a2","Leq_Z",45.67
2020-03-22 10:43:00,"a3","Leq_A",44.61
2020-03-22 10:43:00,"a3","Leq_Z",44.61
2020-03-22 10:43:00,"a4","Leq_A",49.11
2020-03-22 10:43:00,"a4","Leq_Z",49.11
2020-03-22 10:43:00,"a5","Leq_A",44.68
2020-03-22 10:43:00,"a5","Leq_Z",44.68
2020-03-22 10:44:00,"a2","Leq_A",48.29
2020-03-22 10:44:00,"a2","Leq_Z",48.29
2020-03-22 10:44:00,"a3","Leq_A",47.78
2020-03-22 10:44:00,"a3","Leq_Z",47.78
2020-03-22 10:44:00,"a4","Leq_A",51.05
2020-03-22 10:44:00,"a4","Leq_Z",51.05
2020-03-22 10:44:00,"a5","Leq_A",45.4
2020-03-22 10:44:00,"a5","Leq_Z",45.4
2020-03-22 10:45:00,"a2","Leq_A",47.5
2020-03-22 10:45:00,"a2","Leq_Z",47.5
2020-03-22 10:45:00,"a3","Leq_A",41.07
2020-03-22 10:45:00,"a3","Leq_Z",41.07
2020-03-22 10:45:00,"a4","Leq_A",49.41
2020-03-22 10:45:00,"a4","Leq_Z",49.41
2020-03-22 10:45:00,"a5","Leq_A",50.31
2020-03-22 10:45:00,"a5","Leq_Z",50.31
2020-03-22 10:46:00,"a2","Leq_A",47.78
2020-03-22 10:46:00,"a2","Leq_Z",47.78
2020-03-22 10:46:00,"a3","Leq_A",45.31
2020-03-22 10:46:00,"a3","Leq_Z",45.31
2020-03-22 10:46:00,"a4","Leq_A",46.99
2020-03-22 10:46:00,"a4","Leq_Z",46.99
2020-03-22 10:46:00,"a5","Leq_A",48.51
2020-03-22 10:46:00,"a5","Leq_Z",48.51
2020-03-22 10:47:00,"a2","Leq_A",46.86
2020-03-22 10:47:00,"a2","Leq_Z",46.86
2020-03-22 10:47:00,"a3","Leq_A",42.29
2020-03-22 10:47:00,"a3","Leq_Z",42.29
2020-03-22 10:47:00,"a4","Leq_A",50.26
2020-03-22 10:47:00,"a4","Leq_Z",50.26
2020-03-22 10:47:00,"a5","Leq_A",49.93
2020-03-22 10:47:00,"a5","Leq_Z",49.93
2020-03-22 10:48:00,"a2","Leq_A",46.85
2020-03-22 10:48:00,"a2","Leq_Z",46.85
2020-03-22 10:48:00,"a3","Leq_A",46.37
2020-03-22 10:48:00,"a3","Leq_Z",46.37
2020-03-22 10:48:00,"a4","Leq_A",47.53
2020-03-22 10:48:00,"a4","Leq_Z",47.53
2020-03-22 10:48:00,"a5","Leq_A",47.23
2020-03-22 10:48:00,"a5","Leq_Z",47.23
2020-03-22 10:49:00,"a2","Leq_A",49.35
2020-03-22 10:49:00,"a2","Leq_Z",49.35
2020-03-22 10:49:00,"a3","Leq_A",42.6
2020-03-22 10:49:00,"a3","Leq_Z",42.6
2020-03-22 10:49:00,"a4","Leq_A",47.69
2020-03-22 10:49:00,"a4","Leq_Z",47.69
2020-03-22 10:49:00,"a5","Leq_A",48.02
2020-03-22 10:49:00,"a5","Leq_Z",48.02
2020-03-22 10:50:00,"a2","Leq_A",49.64
2020-03-22 10:50:00,"a2","Leq_Z",49.64
2020-03-22 10:50:00,"a3","Leq_A",41.67
2020-03-22 10:50:00,"a3","Leq_Z",41.67
2020-03-22 10:50:00,"a4","Leq_A",49.56
2020-03-22 10:50:00,"a4","Leq_Z",49.56
2020-03-22 10:50:00,"a5","Leq_A",51.39
2020-03-22 10:50:00,"a5","Leq_Z",51.39
2020-03-22 10:51:00,"a2","Leq_A",47.81
2020-03-22 10:51:00,"a2","Leq_Z",47.81
2020-03-22 10:51:00,"a3","Leq_A",51.82
2020-03-22 10:51:00,"a3","Leq_Z",51.82
2020-03-22 10:51:00,"a4","Leq_A",48.63
2020-03-22 10:51:00,"a4","Leq_Z",48.63
2020-03-22 10:51:00,"a5","Leq_A",48.63
2020-03-22 10:51:00,"a5","Leq_Z",48.63
2020-03-22 10:52:00,"a2","Leq_A",47.97
2020-03-22 10:52:00,"a2","Leq_Z",47.97
2020-03-22 10:52:00,"a3","Leq_A",41.97
2020-03-22 10:52:00,"a3","Leq_Z",41.97
2020-03-22 10:52:00,"a4","Leq_A",48.89
2020-03-22 10:52:00,"a4","Leq_Z",48.89
2020-03-22 10:52:00,"a5","Leq_A",46.38
2020-03-22 10:52:00,"a5","Leq_Z",46.38
2020-03-22 10:53:00,"a2","Leq_A",46.15
2020-03-22 10:53:00,"a2","Leq_Z",46.15
2020-03-22 10:53:00,"a3","Leq_A",47.09
2020-03-22 10:53:00,"a3","Leq_Z",47.09
2020-03-22 10:53:00,"a4","Leq_A",46.56
2020-03-22 10:53:00,"a4","Leq_Z",46.56
2020-03-22 10:53:00,"a5","Leq_A",48.65
2020-03-22 10:53:00,"a5","Leq_Z",48.65
2020-03-22 10:54:00,"a2","Leq_A",46.86
2020-03-22 10:54:00,"a2","Leq_Z",46.86
2020-03-22 10:54:00,"a3","Leq_A",44.9
2020-03-22 10:54:00,"a3","Leq_Z",44.9
2020-03-22 10:54:00,"a4","Leq_A",43.64
2020-03-22 10:54:00,"a4","Leq_Z",43.64
2020-03-22 10:54:00,"a5","Leq_A",48.66
2020-03-22 10:54:00,"a5","Leq_Z",48.66
2020-03-22 10:55:00,"a2","Leq_A",46.32
2020-03-22 10:55:00,"a2","Leq_Z",46.32
2020-03-22 10:55:00,"a3","Leq_A",44.69
2020-03-22 10:55:00,"a3","Leq_Z",44.69
2020-03-22 10:55:00,"a4","Leq_A",43.5
2020-03-22 10:55:00,"a4","Leq_Z",43.5
2020-03-22 10:55:00,"a5","Leq_A",47.94
2020-03-22 10:55:00,"a5","Leq_Z",47.94
2020-03-22 10:56:00,"a2","Leq_A",48.49
2020-03-22 10:56:00,"a2","Leq_Z",48.49
2020-03-22 10:56:00,"a3","Leq_A",43.12
2020-03-22 10:56:00,"a3","Leq_Z",43.12
2020-03-22 10:56:00,"a4","Leq_A",49.55
2020-03-22 10:56:00,"a4","Leq_Z",49.55
2020-03-22 10:56:00,"a5","Leq_A",49.55
2020-03-22 10:56:00,"a5","Leq_Z",49.55
2020-03-22 10:57:00,"a2","Leq_A",48.84
2020-03-22 10:57:00,"a2","Leq_Z",48.84
2020-03-22 10:57:00,"a3","Leq_A",43.96
2020-03-22 10:57:00,"a3","Leq_Z",43.96
2020-03-22 10:57:00,"a4","Leq_A",48.01
2020-03-22 10:57:00,"a4","Leq_Z",48.01
2020-03-22 10:57:00,"a5","Leq_A",48.96
2020-03-22 10:57:00,"a5","Leq_Z",48.96
2020-03-22 10:58:00,"a2","Leq_A",48.18
2020-03-22 10:58:00,"a2","Leq_Z",48.18
2020-03-22 10:58:00,"a3","Leq_A",44.41
2020-03-22 10:58:00,"a3","Leq_Z",44.41
2020-03-22 10:58:00,"a4","Leq_A",47.77
2020-03-22 10:58:00,"a4","Leq_Z",47.77
2020-03-22 10:58:00,"a5","Leq_A",48
2020-03-22 10:58:00,"a5","Leq_Z",48
2020-03-22 10:59:00,"a2","Leq_A",48.93
2020-03-22 10:59:00,"a2","Leq_Z",48.93
2020-03-22 10:59:00,"a3","Leq_A",43.29
2020-03-22 10:59:00,"a3","Leq_Z",43.29
2020-03-22 10:59:00,"a4","Leq_A",48.24
2020-03-22 10:59:00,"a4","Leq_Z",48.24
2020-03-22 10:59:00,"a5","Leq_A",47.28
2020-03-22 10:59:00,"a5","Leq_Z",47.28
2020-03-22 11:00:00,"a2","Leq_A",47.41
2020-03-22 11:00:00,"a2","Leq_Z",47.41
2020-03-22 11:00:00,"a3","Leq_A",38.94
2020-03-22 11:00:00,"a3","Leq_Z",38.94
2020-03-22 11:00:00,"a4","Leq_A",45.09
2020-03-22 11:00:00,"a4","Leq_Z",45.09
2020-03-22 11:00:00,"a5","Leq_A",44.62
2020-03-22 11:00:00,"a5","Leq_Z",44.62
2020-03-22 11:01:00,"a2","Leq_A",46.88
2020-03-22 11:01:00,"a2","Leq_Z",46.88
2020-03-22 11:01:00,"a3","Leq_A",38.58
2020-03-22 11:01:00,"a3","Leq_Z",38.58
2020-03-22 11:01:00,"a4","Leq_A",43.12
2020-03-22 11:01:00,"a4","Leq_Z",43.12
2020-03-22 11:01:00,"a5","Leq_A",43.17
2020-03-22 11:01:00,"a5","Leq_Z",43.17
2020-03-22 11:02:00,"a2","Leq_A",43.99
2020-03-22 11:02:00,"a2","Leq_Z",43.99
2020-03-22 11:02:00,"a3","Leq_A",39.69
2020-03-22 11:02:00,"a3","Leq_Z",39.69
2020-03-22 11:02:00,"a4","Leq_A",48.36
2020-03-22 11:02:00,"a4","Leq_Z",48.36
2020-03-22 11:02:00,"a5","Leq_A",47.35
2020-03-22 11:02:00,"a5","Leq_Z",47.35
2020-03-22 11:03:00,"a2","Leq_A",48.34
2020-03-22 11:03:00,"a2","Leq_Z",48.34
2020-03-22 11:03:00,"a3","Leq_A",43.45
2020-03-22 11:03:00,"a3","Leq_Z",43.45
